parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_types
Rifabutin,COC1C=COC2(C)OC3=C(C2=O)C2=C(C(=O)C(=C4NC5(CCN(CC(C)C)CC5)N=C42)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(O)=C3C,"InChI=1S/C46H62N4O11/c1-22(2)21-50-18-16-46(17-19-50)48-34-31-32-39(54)28(8)42-33(31)43(56)45(10,61-42)59-20-15-30(58-11)25(5)41(60-29(9)51)27(7)38(53)26(6)37(52)23(3)13-12-14-24(4)44(57)47-36(40(32)55)35(34)49-46/h12-15,20,22-23,25-27,30,37-38,41,49,52-54H,16-19,21H2,1-11H3,(H,47,57)/b13-12+,20-15+,24-14-/t23-,25+,26+,27+,30-,37-,38+,41+,45-/m0/s1",25-O-deacetylrifabutin,COC1C=COC2(C)OC3=C(C2=O)C2=C(C(=O)C(=C4NC5(CCN(CC(C)C)CC5)N=C42)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(O)C1C)C(O)=C3C,SCGFWNINBXENQT-FMPFFZOVSA-N,,0.99,
Paramethadione,CCC1(C)OC(=O)N(C)C1=O,"InChI=1S/C7H11NO3/c1-4-7(2)5(9)8(3)6(10)11-7/h4H2,1-3H3","5-ethyl-5-methyl-2,4-oxazolidinedione",CCC1(C)OC(=O)N=C1O,MGHNWMRNFGYJKE-UHFFFAOYSA-N,Cytochrome P450 2C9,0.2,
Imatinib,CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)C2=CC=C(CN3CCN(C)CC3)C=C2)C=C1,"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)",AFN911,CN1CCN(CC2=CC=C(C(=O)NC3=CC(NC4=NC=CC(C5=CN=CC=C5)=N4)C(CO)C=C3)C=C2)CC1,JBSTUPHUZMAVFU-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 1A1, Cytochrome P450 1B1, Cytochrome P450 4F3",0.55,
Imatinib,CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)C2=CC=C(CN3CCN(C)CC3)C=C2)C=C1,"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)",Piperidine N-oxide imatinib,CC1=C(NC2=[NH+]C=CC(C3=C[N-][CH]C=C3)=N2)C=C(NC(=O)C2=CC=C(CN3CC[N+](C)([O-])CC3)C=C2)C=C1,XCNZJTPSXKIWMO-UHFFFAOYSA-N,"Dimethylaniline monooxygenase [N-oxide-forming] 3, Cytochrome P450 3A4",0.58,
Imatinib,CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)C2=CC=C(CN3CCN(C)CC3)C=C2)C=C1,"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)",Pyridine N-oxide imatinib,CC1=C(NC2=NC=CC(C3=C[N+]([O-])=CC=C3)=N2)C=C(NC(=O)C2=CC=C(CN3CCN(C)CC3)C=C2)C=C1,QEQWNPDNPZKKNH-UHFFFAOYSA-N,"Dimethylaniline monooxygenase [N-oxide-forming] 3, Cytochrome P450 3A4",0.94,
Testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3/t14-,15-,16-,17-,18-,19-/m0/s1",Dihydrotestosterone,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,NVKAWKQGWWIWPM-ABEVXSGRSA-N,3-oxo-5-alpha-steroid 4-dehydrogenase 2,0.51,
Testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3/t14-,15-,16-,17-,18-,19-/m0/s1",5-alpha-Dihydrotestosterone glucuronide,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,CLQMBSSRTBUNDV-CPKOJWPQSA-N,,0.32,
Testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3/t14-,15-,16-,17-,18-,19-/m0/s1",Estradiol,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,Cytochrome P450 19A1,0.31,
Estradiol,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,DNXHEGUUPJUMQT-CBZIJGRNSA-N,,0.78,
Androstenedione,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,"InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-16H,3-10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1",Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,DNXHEGUUPJUMQT-CBZIJGRNSA-N,Cytochrome P450 19A1,0.31,
Dihydrotestosterone,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,NVKAWKQGWWIWPM-ABEVXSGRSA-N,5-alpha-Dihydrotestosterone glucuronide,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,CLQMBSSRTBUNDV-CPKOJWPQSA-N,,0.33,
Dihydrotestosterone,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,NVKAWKQGWWIWPM-ABEVXSGRSA-N,5a-Dihydrotestosterone sulfate,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OS(=O)(=O)O)CCC12,KYVPWJSGFKNNLD-ABEVXSGRSA-N,,0.62,
Dihydrotestosterone,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,NVKAWKQGWWIWPM-ABEVXSGRSA-N,"5alpha-androstane-3alpha,17beta-diol",CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,"InChI=1S/C19H32O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-17,20-21H,3-11H2,1-2H3/t12-,13+,14-,15-,16-,17-,18-,19-/m0/s1",,0.77,
Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,DNXHEGUUPJUMQT-CBZIJGRNSA-N,Estradiol,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,,0.78,
Niacin,O=C(O)C1=CN=CC=C1,"InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)",Niacinamide,NC(=O)C1=CC=CN=C1,,,0.47,
Niacin,O=C(O)C1=CN=CC=C1,"InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)",Trigonelline,C[N+]1=CC=CC(C(=O)[O-])=C1,,,0.7,
Clorazepic acid,O=C(O)C1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)NC1=O,"InChI=1S/C16H11ClN2O3/c17-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)19-14(16(21)22)15(20)18-12/h1-8,14H,(H,18,20)(H,21,22)",Nordazepam,O=C1CN=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2N1,"InChI=1S/C15H11ClN2O/c16-11-6-7-13-12(8-11)15(17-9-14(19)18-13)10-4-2-1-3-5-10/h1-8H,9H2,(H,18,19)",Cytochrome P450 3A4,0.8,
Nordazepam,O=C1CN=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2N1,"InChI=1S/C15H11ClN2O/c16-11-6-7-13-12(8-11)15(17-9-14(19)18-13)10-4-2-1-3-5-10/h1-8H,9H2,(H,18,19)",Oxazepam,O=C1NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=NC1O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,,0.87,
Nordazepam,O=C1CN=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2N1,"InChI=1S/C15H11ClN2O/c16-11-6-7-13-12(8-11)15(17-9-14(19)18-13)10-4-2-1-3-5-10/h1-8H,9H2,(H,18,19)",p-Hydroxynordiazepam,O=C1CN=C(C2=CC=C(O)C=C2)C2=CC(Cl)=CC=C2N1,WVHIBVZUJQMFON-UHFFFAOYSA-N,,0.95,
Guanabenz,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,"InChI=1S/C8H8Cl2N4/c9-6-2-1-3-7(10)5(6)4-13-14-8(11)12/h1-4H,(H4,11,12,14)/b13-4+",Guanoxabenz,N=C(NO)NN=CC1=C(Cl)C=CC=C1Cl,"InChI=1S/C8H8Cl2N4O/c9-6-2-1-3-7(10)5(6)4-12-13-8(11)14-15/h1-4,15H,(H3,11,13,14)/b12-4+",Cytochrome P450 1A2,0.66,
Clofarabine,NC1=C2N=CN(C3OC(CO)C(O)C3F)C2=NC(Cl)=N1,"InChI=1S/C10H11ClFN5O3/c11-10-15-7(13)5-8(16-10)17(2-14-5)9-4(12)6(19)3(1-18)20-9/h2-4,6,9,18-19H,1H2,(H2,13,15,16)/t3-,4+,6-,9-/m1/s1",clofarabind-5'-monophosphate,NC1=C2N=CN(C3OC(COP(=O)(O)O)C(O)C3F)C2=NC(Cl)=N1,JEJRVFQHFJDNJN-CQOARYKOSA-N,Deoxycytidine kinase,0.94,
Prednisone,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,"InChI=1S/C21H26O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-15,18,22,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",Prednisolone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,OIGNJSKKLXVSLS-VWUMJDOOSA-N,Cytochrome P450 3A4,0.83,
Astemizole,COC1=CC=C(CCN2CCC(NC3=NC4=CC=CC=C4N3CC3=CC=C(F)C=C3)CC2)C=C1,"InChI=1S/C28H31FN4O/c1-34-25-12-8-21(9-13-25)14-17-32-18-15-24(16-19-32)30-28-31-26-4-2-3-5-27(26)33(28)20-22-6-10-23(29)11-7-22/h2-13,24H,14-20H2,1H3,(H,30,31)",Tecastemizole,FC1=CC=C(CN2C(NC3CCNCC3)=NC3=CC=CC=C32)C=C1,"InChI=1S/C19H21FN4/c20-15-7-5-14(6-8-15)13-24-18-4-2-1-3-17(18)23-19(24)22-16-9-11-21-12-10-16/h1-8,16,21H,9-13H2,(H,22,23)",Cytochrome P450 3A4,0.85,
Astemizole,COC1=CC=C(CCN2CCC(NC3=NC4=CC=CC=C4N3CC3=CC=C(F)C=C3)CC2)C=C1,"InChI=1S/C28H31FN4O/c1-34-25-12-8-21(9-13-25)14-17-32-18-15-24(16-19-32)30-28-31-26-4-2-3-5-27(26)33(28)20-22-6-10-23(29)11-7-22/h2-13,24H,14-20H2,1H3,(H,30,31)",desmethylastemizole,OC1=CC=C(CCN2CCC(NC3=NC4=CC=CC=C4N3CC3=CC=C(F)C=C3)CC2)C=C1,LAGYWHSFHIMTPE-UHFFFAOYSA-N,Cytochrome P450 3A4,0.98,
Adenosine,NC1=C2N=CN(C3OC(CO)C(O)C3O)C2=NC=N1,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",Adenosine monophosphate,NC1=C2N=CN(C3OC(COP(=O)(O)O)C(O)C3O)C2=NC=N1,UDMBCSSLTHHNCD-KQYNXXCUSA-N,Adenosine kinase,0.93,
Adenosine,NC1=C2N=CN(C3OC(CO)C(O)C3O)C2=NC=N1,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",Inosine,O=C1N=CNC2=C1N=CN2C1OC(CO)C(O)C1O,UGQMRVRMYYASKQ-KQYNXXCUSA-N,Adenosine deaminase,0.82,
Inosine,O=C1N=CNC2=C1N=CN2C1OC(CO)C(O)C1O,UGQMRVRMYYASKQ-KQYNXXCUSA-N,Hypoxanthine,O=C1N=CNC2=C1NC=N2,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Purine nucleoside phosphorylase,0.28,
Xanthine,O=C1NC(=O)C2=C(N=CN2)N1,LRFVTYWOQMYALW-UHFFFAOYSA-N,Uric acid,O=C1NC(=O)C2=C(N1)NC(=O)N2,LEHOTFFKMJEONL-UHFFFAOYSA-N,Xanthine dehydrogenase/oxidase,0.92,
Simvastatin,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,"InChI=1S/C25H38O5/c1-6-25(4,5)24(28)30-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-19-13-18(26)14-22(27)29-19/h7-8,11,15-16,18-21,23,26H,6,9-10,12-14H2,1-5H3/t15-,16-,18+,19+,20-,21-,23-/m0/s1",simvastatin hydroxy acid,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,XWLXKKNPFMNSFA-HGQWONQESA-N,Cytochrome P450 3A4,0.93,
Mebendazole,COC(=O)NC1=NC2=C(C=C(C(=O)C3=CC=CC=C3)C=C2)N1,"InChI=1S/C16H13N3O3/c1-22-16(21)19-15-17-12-8-7-11(9-13(12)18-15)14(20)10-5-3-2-4-6-10/h2-9H,1H3,(H2,17,18,19,21)",2-amino-5-benzoylbenzimidazole,N=C1NC2=C(C=C(C(=O)C3=CC=CC=C3)C=C2)N1,GPMHHSJZGVOEFS-UHFFFAOYSA-N,,0.66,
Leucovorin,NC1=NC2=C(C(=O)N1)N(C=O)C(CNC1=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)C=C1)CN2,"InChI=1S/C20H23N7O7/c21-20-25-16-15(18(32)26-20)27(9-28)12(8-23-16)7-22-11-3-1-10(2-4-11)17(31)24-13(19(33)34)5-6-14(29)30/h1-4,9,12-13,22H,5-8H2,(H,24,31)(H,29,30)(H,33,34)(H4,21,23,25,26,32)/t12?,13-/m0/s1",5-Methyltetrahydrofolate,CN1C2=C(N=C(N)NC2=O)NCC1CNC1=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)C=C1,ZNOVTXRBGFNYRX-ZGTCLIOFSA-N,,0.95,
Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",Estrone sulfate,CC12CCC3C4=C(C=C(OS(=O)(=O)O)C=C4)CCC3C1CCC2=O,JKKFKPJIXZFSSB-CBZIJGRNSA-N,,0.83,
Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",Estrone glucuronide,CC12CCC3C4=CC=C(OC5OC(C(=O)O)C(O)C(O)C5O)C=C4CCC3C1CCC2=O,FJAZVHYPASAQKM-JBAURARKSA-N,,0.55,
Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",4-hydroxyestrone,CC12CCC3C4=C(CCC3C1CCC2=O)C(O)=C(O)C=C4,XQZVQQZZOVBNLU-KQWCVQSUSA-N,Cytochrome P450 3A4,0.85,
Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",2-Hydroxyestrone sulfate,CC12CCC3C4=C(C=C(OS(=O)(=O)[O-])C(O)=C4)CCC3C1CCC2=O,DTMWSKSAMRZGQH-PEDDLLMLSA-M,,0.76,
Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",4-Hydroxyestrone sulfate,CC12CCC3C4=C(CCC3C1CCC2=O)C(O)=C(OS(=O)(=O)O)C=C4,QIJNCQNMZUTUIF-KQWCVQSUSA-N,,0.69,
Estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",2-hydroxyestrone,CC12CCC3C4=C(C=C(O)C(O)=C4)CCC3C1CCC2=O,SWINWPBPEKHUOD-JPVZDGGYSA-N,"Cytochrome P450 1A2, Cytochrome P450 3A4",0.96,
Trazodone,O=C1N(CCCN2CCN(C3=CC(Cl)=CC=C3)CC2)N=C2C=CC=CN12,"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2",m-chlorophenylpiperazine (m-CPP) ,ClC1=CC=CC(N2CCNCC2)=C1,VHFVKMTVMIZMIK-UHFFFAOYSA-N,Cytochrome P450 3A4,0.28,
Trazodone,O=C1N(CCCN2CCN(C3=CC(Cl)=CC=C3)CC2)N=C2C=CC=CN12,"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2",triazolopyridinone epoxide,O=C1N(CCCN2CCN(C3=CC=CC(Cl)=C3)CC2)N=C2C3OC3C=CN21,QFERKVDPWYTEPE-UHFFFAOYSA-N,,0.47,
Trazodone,O=C1N(CCCN2CCN(C3=CC(Cl)=CC=C3)CC2)N=C2C=CC=CN12,"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2",4'-hydroxytrazodone ,O=C1N(CCCN2CCN(C3=CC(Cl)=C(O)C=C3)CC2)N=C2C=CC=CN12,FNUZSRSXQFIOPL-UHFFFAOYSA-N,,0.95,
Verapamil,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C2=CC(OC)=C(OC)C=C2)C(C)C)C=C1,"InChI=1S/C27H38N2O4/c1-20(2)27(19-28,22-10-12-24(31-5)26(18-22)33-7)14-8-15-29(3)16-13-21-9-11-23(30-4)25(17-21)32-6/h9-12,17-18,20H,8,13-16H2,1-7H3",Verapamil metabolite D-617,CNCCCC(C#N)(C1=CC(OC)=C(OC)C=C1)C(C)C,WLOBUUJURNEQCL-UHFFFAOYSA-N,Cytochrome P450 2C8,0.88,
Verapamil,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C2=CC(OC)=C(OC)C=C2)C(C)C)C=C1,"InChI=1S/C27H38N2O4/c1-20(2)27(19-28,22-10-12-24(31-5)26(18-22)33-7)14-8-15-29(3)16-13-21-9-11-23(30-4)25(17-21)32-6/h9-12,17-18,20H,8,13-16H2,1-7H3",Norverapamil,COC1=C(OC)C=C(CCNCCCC(C#N)(C2=CC(OC)=C(OC)C=C2)C(C)C)C=C1,UPKQNCPKPOLASS-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2",0.95,
O-Desmethylverapamil (D-702),COC1=C(O)C=C(CCN(C)CCCC(C#N)(C2=CC(OC)=C(OC)C=C2)C(C)C)C=C1,OAAPYTCHFIIVON-UHFFFAOYSA-N,Verapamil metabolite D-620,COC1=C(OC)C=C(C(C#N)(CCCN)C(C)C)C=C1,UCWOSFAANAZHKR-UHFFFAOYSA-N,"Cytochrome P450 3A5, Cytochrome P450 3A4",0.86,
Verapamil metabolite D-617,CNCCCC(C#N)(C1=CC(OC)=C(OC)C=C1)C(C)C,WLOBUUJURNEQCL-UHFFFAOYSA-N,Verapamil metabolite D-620,COC1=C(OC)C=C(C(C#N)(CCCN)C(C)C)C=C1,UCWOSFAANAZHKR-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 3A5",0.98,
Verapamil metabolite D-617,CNCCCC(C#N)(C1=CC(OC)=C(OC)C=C1)C(C)C,WLOBUUJURNEQCL-UHFFFAOYSA-N,Verapamil metabolite PR-25,CNCCCC(C#N)(C1=CC(OC)=C(O)C=C1)C(C)C,VNRFDZGJCSCHFU-UHFFFAOYSA-N,,0.98,
Norverapamil,COC1=C(OC)C=C(CCNCCCC(C#N)(C2=CC(OC)=C(OC)C=C2)C(C)C)C=C1,UPKQNCPKPOLASS-UHFFFAOYSA-N,Verapamil metabolite D-715 (PR-22),COC1=C(O)C=C(C(C#N)(CCCNCCC2=CC(OC)=C(OC)C=C2)C(C)C)C=C1,VAUMWVGUBVPENJ-UHFFFAOYSA-N,Cytochrome P450 2C8,0.99,
Norverapamil,COC1=C(OC)C=C(CCNCCCC(C#N)(C2=CC(OC)=C(OC)C=C2)C(C)C)C=C1,UPKQNCPKPOLASS-UHFFFAOYSA-N,Verapamil metabolite D-620,COC1=C(OC)C=C(C(C#N)(CCCN)C(C)C)C=C1,UCWOSFAANAZHKR-UHFFFAOYSA-N,Cytochrome P450 2C8,0.9,
Epinephrine,CNCC(O)C1=CC(O)=C(O)C=C1,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1",Epinephrine sulfate,CNCC(O)C1=CC(O)=C(OS(=O)(=O)O)C=C1,AELFRHHZGTVYGJ-QMMMGPOBSA-N,,0.66,
Epinephrine,CNCC(O)C1=CC(O)=C(O)C=C1,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1",Metanephrine,CNCC(O)C1=CC(OC)=C(O)C=C1,,Catechol O-methyltransferase,0.82,
Epinephrine,CNCC(O)C1=CC(O)=C(O)C=C1,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1",Epinephrine glucuronide,CNCC(O)C1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C(O)=C1,BLTFFSZSAZRUSC-FYRJOLOESA-N,UDP-glucuronosyltransferase 1-3,0.33,
Chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,"InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)",2-Hydroxychlorpropamide,CCCN=C(O)NS(=O)(=O)C1=C(O)C=C(Cl)C=C1,QRXRPQPWKRLTQX-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19",0.4,
Chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,"InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)",3-Hydroxychlorpropamide,CCCN=C(O)NS(=O)(=O)C1=CC(O)=C(Cl)C=C1,RXFPYNAVFFDUJE-UHFFFAOYSA-N,,0.41,
Chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,"InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)",4-Chlorobenzenesulfonylurea,NC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,AZEPYUPSYWCRBG-UHFFFAOYSA-N,,0.8,
Aprepitant,CC(OC1OCCN(CC2=NNC(=O)N2)C1C1=CC=C(F)C=C1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,"InChI=1S/C23H21F7N4O3/c1-12(14-8-15(22(25,26)27)10-16(9-14)23(28,29)30)37-20-19(13-2-4-17(24)5-3-13)34(6-7-36-20)11-18-31-21(35)33-32-18/h2-5,8-10,12,19-20H,6-7,11H2,1H3,(H2,31,32,33,35)/t12-,19+,20-/m1/s1","(2S,3R)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",CC(OC1OCCNC1C1=CC=C(F)C=C1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,AFBDSAJOMZYQAI-CNOZUTPLSA-N,Cytochrome P450 3A4,0.74,
Tamoxifen,CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,"InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3/b26-25-",Tamoxifen N-oxide,CCC(=C(C1=CC=CC=C1)C1=CC=C(OCC[N+](C)(C)[O-])C=C1)C1=CC=CC=C1,YAASNACECBQAFW-QPLCGJKRSA-N,"Dimethylaniline monooxygenase [N-oxide-forming] 1, Dimethylaniline monooxygenase [N-oxide-forming] 3",0.95,
4-hydroxytamoxifen sulfate,CCC(=C(C1=CC=C(OCCN(C)C)C=C1)C1=CC=C(OS(=O)(=O)O)C=C1)C1=CC=CC=C1,CFSXIBDXCWVFJR-QPLCGJKRSA-N,Endoxifen (4-hydroxy-N-desmethyltamoxifen),CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1,MHJBZVSGOZTKRH-IZHYLOQSSA-N,"Sulfotransferase 1A1, Estrogen sulfotransferase",0.82,
