parent_name,parent_smiles,metabolite_name,metabolite_smiles,enzymes,reaction_type,fingerprint_similarity
Acetachlor,CCOCN(C(=O)CCl)C1=C(C)C=CC=C1CC,,CCOCNC1=C(C)C=CC=C1CC,CYP2B6; CYP3A4,N-demethoxymethylation,0.51
(R)-acenocoumarol,CC(=O)CC(C1=CC=C([N+](=O)[O-])C=C1)C1=C(O)C2=CC=CC=C2OC1=O,6-OH-R-acenocoumarol,CC(=O)CC(C1=CC=C([N+](=O)[O-])C=C1)C1=C(O)C2=CC=CC(O)=C2OC1=O,CYP2C9; CYP1A2; CYP2C19,Aromatic hydroxylation of fused benzene ring,0.93
(R)-acenocoumarol,CC(=O)CC(C1=CC=C([N+](=O)[O-])C=C1)C1=C(O)C2=CC=CC=C2OC1=O,7-OH-R-acenocoumarol,CC(=O)CC(C1=CC=C([N+](=O)[O-])C=C1)C1=C(O)C2=CC=C(O)C=C2OC1=O,CYP2C9; CYP2C19,Aromatic hydroxylation of fused benzene ring,0.99
(R)-acenocoumarol,CC(=O)CC(C1=CC=C([N+](=O)[O-])C=C1)C1=C(O)C2=CC=CC=C2OC1=O,8-OH-R-acenocoumarol,CC(=O)CC(C1=CC=C([N+](=O)[O-])C=C1)C1=C(O)C2=CC(O)=CC=C2OC1=O,CYP2C9; CYP2C19,Aromatic hydroxylation of fused benzene ring,0.97
Bromazepam,OC1=NC2=CC=C(Br)C=C2C(C2=CC=CC=N2)=NC1,,OC1=NC2=CC=C(Br)C=C2C(C2=CC=CC=N2)=NC1O,CYP1A2; CYP2D6,"3-Hydroxylation of 5-aryl-1,4-benzodiazepine",0.89
Alachlor,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,,CCC1=CC=CC(CC)=C1N=C(O)CCl,CYP2B6; CYP3A4,N-dealkoxylation of N-aryl-N-chloroacetamide,0.31
Alachlor,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,,CCC1=CC=CC(CC)=C1NCOC,CYP2B6; CYP3A4,N-demethoxymethylation,0.52
6-Aminochrysene,NC1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,N-Hydroxychrysene,ONC1=CC2=C3C=CC=CC3=CC=C2C2=CC=CC=C12,CYP1B1; CYP1A2; CYP1A1; CYP2A6; CYP2B6,N-hydroxylation of primary arylamine,0.75
Aminoflavone,CC1=C(F)C(N)=C2C(=O)C=C(C3=CC=C(N)C(F)=C3)OC2=C1F,"Aminoflavone, N4'-Hydroxy",CC1=C(F)C(N)=C2C(=O)C=C(C3=CC=C(NO)C(F)=C3)OC2=C1F,CYP1A2; CYP1A1; CYP2C9; CYP2C19,N-hydroxylation of primary arylamine,0.98
Aminoflavone,CC1=C(F)C(N)=C2C(=O)C=C(C3=CC=C(N)C(F)=C3)OC2=C1F,,CC1=C(F)C(NO)=C2C(=O)C=C(C3=CC=C(N)C(F)=C3)OC2=C1F,CYP1A2; CYP2C9; CYP2C19,N-hydroxylation of primary arylamine,0.94
Aminoflavone,CC1=C(F)C(N)=C2C(=O)C=C(C3=CC=C(N)C(F)=C3)OC2=C1F,"Aminoflavone, C3-hydroxy",CC1=C(F)C(N)=C2C(=O)C(O)=C(C3=CC=C(N)C(F)=C3)OC2=C1F,CYP1A2,Hydroxylation of carbon alpha to conjugated carbonyl,0.88
"Aminoflavone, N4'-Hydroxyl",CC1=C(F)C(N)=C2C(=O)C=C(C3=CC=C(NO)C(F)=C3)OC2=C1F,"Aminoflavone, N4', N5-dihydroxy",CC1=C(F)C(NO)=C2C(=O)C=C(C3=CC=C(NO)C(F)=C3)OC2=C1F,CYP1A2; CYP2C9; CYP2C19,N-hydroxylation of primary arylamine,0.95
Amphetamine,CC(N)CC1=CC=CC=C1,4-Hydroxyamphetamine,CC(N)CC1=CC=C(O)C=C1,CYP2D6,p-Hydroxylation of monosubstituted benzene,0.73
Aprindine,CCN(CC)CCCN(C1=CC=CC=C1)C1CC2=CC=CC=C2C1,"N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol",CCN(CC)CCCN(C1=CC=CC=C1)C1CC2=CC=C(O)C=C2C1,CYP2D6,Aromatic hydroxylation of fused benzene ring,0.87
Aprindine,CCN(CC)CCCN(C1=CC=CC=C1)C1CC2=CC=CC=C2C1,p-Hydroxyphenylaprindine,CCN(CC)CCCN(C1=CC=C(O)C=C1)C1CC2=CC=CC=C2C1,CYP2D6,Hydroxylation of benzene on carbon para to a strongly electron donating group,0.93
Aprindine,CCN(CC)CCCN(C1=CC=CC=C1)C1CC2=CC=CC=C2C1,Desethylaprindine,CCNCCCN(C1=CC=CC=C1)C1CC2=CC=CC=C2C1,CYP2D6,N_DEALKYLATION_OF_ALIPHATIC_TERTIARY_AMINES_PATTERN1; N_DEALKYLATION_OF_ACYCLIC_TERTIARY_AMINES,0.97
Butachlor,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,,CCC1=CC=CC(CC)=C1N=C(O)CCl,CYP2B6; CYP3A4,N-dealkoxylation of N-aryl-N-chloroacetamide,0.3
Butachlor,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,,CCC1=CC=CC(CC)=C1N=C(O)CCl,CYP2B6; CYP3A4,N-demethoxymethylation,0.3
Buprenorphine,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1CC4=CC=C(O)C5=C4C3(CCN1CC1CC1)C2O5,Norbuprenorphine,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1CC4=CC=C(O)C5=C4C3(CCN1)C2O5,CYP3A4; CYP2C8; CYP2C9; CYP3A5,N-dealkylation of alicyclic tertiary amine,0.98
(+)-Camphor,CC12CCC(CC1=O)C2(C)C,5-exo-hydroxycamphor,CC12CCC(CC1=O)C2(C)CO,CYP2D6,Hydroxlation of methyl carbon adjacent to an aliphatic ring,0.74
(+)-Camphor,CC12CCC(CC1=O)C2(C)C,8-hydroxycamphor,CC12CC(O)C(CC1=O)C2(C)C,CYP2D6,Hydroxylation of alicyclic secondary carbon,0.62
Carbosulfan,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,carbofuran,CN=C(O)OC1=CC=CC2=C1OC(C)(C)C2,CYP1A1; CYP1A2; CYP2A6; CYP2B6; CYP2C8; CYP2C19; CYP3A4,NS-cleavage,0.6
Carbosulfan,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,dibutyl(sulfanyl)amine,CCCCN(S)CCCC,CYP1A1; CYP1A2; CYP2A6; CYP2B6; CYP2C8; CYP2C19; CYP3A4,NS-cleavage,0.07
Carbosulfan,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,,CCCCN(CCCC)S(=O)N(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,CYP1A1; CYP2B6; CYP2C19; CYP3A4,Oxidation of S adjacent to an aliphatic nitrogen,0.9
Chlorpyrifos-oxon,CCOP(=O)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,"3,5,6-Trichloro-2-pyridinol",OC1=NC(Cl)=C(Cl)C=C1Cl,CYP2C19; CYP2B6; CYP3A4,Dearylation of organphosphosulfur compound,0.46
Chlorpyrifos-oxon,CCOP(=O)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,Diethyl phosphate,CCOP(=O)(O)OCC,CYP2C19; CYP2B6; CYP3A4,Dearylation of organphosphosulfur compound,0.1
Citalopram,CN(C)CCCC1(C2=CC=C(F)C=C2)OCC2=CC(C#N)=CC=C21,Citalopram N-oxide,C[N+](C)([O-])CCCC1(C2=CC=C(F)C=C2)OCC2=CC(C#N)=CC=C21,CYP2D6,N-oxdation of aliphatic tertiary amine,0.96
Citalopram,CN(C)CCCC1(C2=CC=C(F)C=C2)OCC2=CC(C#N)=CC=C21,N-Desmethylcitalopram,CNCCCC1(C2=CC=C(F)C=C2)OCC2=CC(C#N)=CC=C21,CYP2D6; CYP2C19; CYP3A4,N-dealkylation of acyclic tertiary amine,0.99
D-617,CNCCCC(C#N)(C1=CC=C(OC)C(OC)=C1)C(C)C,D-620,COC1=CC=C(C(C#N)(CCCN)C(C)C)C=C1OC,CYP3A4; CYP3A5,N-dealkylation of acyclic secondary amine,0.98
D-702,COC1=CC(CCN(C)CCCC(C#N)(C2=CC=C(OC)C(OC)=C2)C(C)C)=CC=C1O,,COC1=CC=C(C(C#N)(CCCN)C(C)C)C=C1OC,CYP3A4; CYP3A5,N-dealkylation of acyclic tertiary amine,0.86
Dimethoate,CN=C(O)CSP(=S)(OC)OC,Omethoate,CN=C(O)CSP(=O)(OC)OC,CYP1A1; CYP1A2; CYP2A6; CYP2B6; CYP2C8; CYP2C9; CYP2C19; CYP3A4,Desulfuration of organophosphorodithioate,0.49
DEET,CCN(CC)C(=O)C1=CC=CC(C)=C1,N-ethyl-m-toluamide,CCN=C(O)C1=CC=CC(C)=C1,CYP2C19; CYP3A4,N-dealkylation of tertiary carboxamide,0.19
Diazoxon,CCOP(=O)(OCC)OC1=CC(C)=NC(C(C)C)=N1,Pyrimidinol,CC1=CC(O)=NC(C(C)C)=N1,CYP2C19,C-DE-ESTERIFICATION,0.48
Diazoxon,CCOP(=O)(OCC)OC1=CC(C)=NC(C(C)C)=N1,Diethy phosphate,CCOP(=O)(O)OCC,CYP2C19,Dearylation of organphosphosulfur compound,0.11
Disulfoton,CCOP(=S)(OCC)SCCSCC,Disulfoton sulfoxide,CCOP(=S)(OCC)SCCS(=O)CC,CYP1A2; CYP2B6; CYP2C9; CYP2C18; CYP2C19; CYP2D6; CYP3A4,S-oxidation of dialkylthioether to sulfoxide,0.85
Diuron,CN(C)C(O)=NC1=CC=C(Cl)C(Cl)=C1,N-demethyldiuron,CN=C(O)NC1=CC=C(Cl)C(Cl)=C1,CYP1A1; CYP1A2; CYP2C19; CYP3A4,N-dealkylation of urea,0.43
donepezil,COC1=CC2=C(C=C1OC)C(=O)C(CC1CCN(CC3=CC=CC=C3)CC1)C2,"2Ã¢â‚¬Â[(1Ã¢â‚¬ÂbenzylpiperidinÃ¢â‚¬Â4Ã¢â‚¬Âyl)methyl]Ã¢â‚¬Â5Ã¢â‚¬ÂhydroxyÃ¢â‚¬Â6Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â2,3Ã¢â‚¬ÂdihydroindenÃ¢â‚¬Â1Ã¢â‚¬Âone",COC1=CC2=C(C=C1O)CC(CC1CCN(CC3=CC=CC=C3)CC1)C2=O,CYP3A4; CYP2C9; CYP2D6,O-aryl dealkylation adjacent to substituted carbon,0.99
donepezil,COC1=CC2=C(C=C1OC)C(=O)C(CC1CCN(CC3=CC=CC=C3)CC1)C2,"5,6Ã¢â‚¬ÂdimethoxyÃ¢â‚¬Â2Ã¢â‚¬Â(piperidinÃ¢â‚¬Â4Ã¢â‚¬Âylmethyl)Ã¢â‚¬Â2,3Ã¢â‚¬ÂdihydroindenÃ¢â‚¬Â1Ã¢â‚¬Âone",COC1=CC2=C(C=C1OC)C(=O)C(CC1CCNCC1)C2,CYP3A4; CYP2C9,N-dealkylation of alicyclic tertiary amine,0.89
donepezil,COC1=CC2=C(C=C1OC)C(=O)C(CC1CCN(CC3=CC=CC=C3)CC1)C2,"2Ã¢â‚¬Â[(1Ã¢â‚¬ÂbenzylpiperidinÃ¢â‚¬Â4Ã¢â‚¬Âyl)methyl]Ã¢â‚¬Â6Ã¢â‚¬ÂhydroxyÃ¢â‚¬Â5Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â2,3Ã¢â‚¬ÂdihydroindenÃ¢â‚¬Â1Ã¢â‚¬Âone",COC1=CC2=C(C=C1O)C(=O)C(CC1CCN(CC3=CC=CC=C3)CC1)C2,CYP3A4; CYP2C9,O-aryl dealkylation adjacent to substituted carbon,0.99
Encainide,COC1=CC=C(C(=O)NC2=CC=CC=C2CCC2CCCCN2C)C=C1,N-demethylencainide,COC1=CC=C(C(=O)NC2=CC=CC=C2CCC2CCCCN2)C=C1,CYP2D6,N-dealkylation of alicyclic tertiary amine,0.95
Encainide,COC1=CC=C(C(=O)NC2=CC=CC=C2CCC2CCCCN2C)C=C1,O-demethylencainide,CN1CCCCC1CCC1=CC=CC=C1NC(=O)C1=CC=C(O)C=C1,CYP2D6,O-aryl demethylation,0.96
Esfenvalerate,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,2'-OH-esfenvalerate,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2O)=C1)C1=CC=C(Cl)C=C1,CYP2C8; CYP2C9; CYP2C19; CYP3A4; CYP3A5,o-Hydroxylation of monosubstituted benzene,0.94
Esfenvalerate,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,4'-OH-esfenvalerate,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=C(O)C=C2)=C1)C1=CC=C(Cl)C=C1,CYP2C8; CYP2C9; CYP2C19; CYP3A4; CYP3A5,p-Hydroxylation of monosubstituted benzene,0.99
N-Desmethylclomipramine,CNCCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C21,N-Didesmethylclomipramine,NCCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C21,CYP2C19; CYP3A4; CYP1A2,N-dealkylation of acyclic secondary amine,0.99
N-Desmethylclomipramine,CNCCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C21,8-OH-N-desmethylclomipramine,CNCCCN1C2=CC(Cl)=CC=C2CCC2=C(O)C=CC=C21,CYP2D6,Aromatic hydroxylation of fused benzene ring,0.81
N-demethylencainide,COC1=CC=C(C(=O)NC2=CC=CC=C2CCC2CCCCN2)C=C1,"N,O-didemethylencainide",O=C(NC1=CC=CC=C1CCC1CCCCN1)C1=CC=C(O)C=C1,CYP2D6,O-aryl demethylation,0.96
O-demethylencainide,CN1CCCCC1CCC1=CC=CC=C1NC(=O)C1=CC=C(O)C=C1,"N,O-didemethylencainide",O=C(NC1=CC=CC=C1CCC1CCCCN1)C1=CC=C(O)C=C1,CYP2D6,N-dealkylation of alicyclic tertiary amine,0.95
Endosulfan-alpha,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,Endosulfan sulfate,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,CYP2C9; CYP2C19; CYP3A4; CYP3A5; CYP3A7,S-oxidation of organosulfurous compounds,0.98
Fenthion,COP(=S)(OC)OC1=CC=C(SC)C(C)=C1,Fenthion oxon,COP(=O)(OC)OC1=CC=C(SC)C(C)=C1,CYP1A2; CYP2B6; CYP2C9; CYP2C19; CYP3A4; CYP3A5,Desulfuration of organophosphothioates,0.71
Flecainide,OC(=NCC1CCCCN1)C1=CC(OCC(F)(F)F)=CC=C1OCC(F)(F)F,"2-hydroxy-N-[(piperidin-2-yl)methyl]-5-(2,2,2-trifluoroethoxy)benzamide",OC(=NCC1CCCCN1)C1=CC(OCC(F)(F)F)=CC=C1O,CYP2D6,O-aryl dealkylation adjacent to substituted carbon,0.91
Fluoxetine ,CNCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,Norfluoxetine,NCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,CYP2C9 (major); CYP2D6,N-dealkylation of acyclic secondary amine,0.95
Fluoxetine ,CNCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,p-Trifluoromethylphenol,OC1=CC=C(C(F)(F)F)C=C1,CYP2C19; CYP3A4,O-aryl dealkylation not adjacent to substituted carbon,0.32
lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)(=O)C1=NC2=CC=CC=C2N1,CYP3A4,S-Oxidation,0.94
lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=C(O)C=C2N1,CYP2C9;CYP2C19;CYP3A4,Aromatic Hydroxylation,0.94
Gavestinel,O=C(O)C1=C(C=CC(O)=NC2=CC=CC=C2)C2=C(Cl)C=C(Cl)C=C2N1,p-OH-gavestinel,O=C(C=CC1=C(C(=O)O)NC2=CC(Cl)=CC(Cl)=C12)NC1=CC=C(O)C=C1,CYP2C9,Hydroxylation of benzene on carbon para to an electron donating group,0.8
Gliclazide,CC1=CC=C(S(=O)(=O)NC(O)=NN2CC3CCCC3C2)C=C1,7-OH-gliclazide,CC1=CC=C(S(=O)(=O)NC(O)=NN2CC3CC(O)CC3C2)C=C1,CYP2C9,Hydroxylation of alicyclic secondary carbon,0.9
Gliclazide,CC1=CC=C(S(=O)(=O)NC(O)=NN2CC3CCCC3C2)C=C1,Methylhydroxygliclazide,O=S(=O)(NC(O)=NN1CC2CCCC2C1)C1=CC=C(CO)C=C1,CYP2C9; CYP2C19,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring,0.95
Gliclazide,CC1=CC=C(S(=O)(=O)NC(O)=NN2CC3CCCC3C2)C=C1,6-OH-gliclazide,CC1=CC=C(S(=O)(=O)NC(O)=NN2CC3CCC(O)C3C2)C=C1,CYP2C9,Hydroxylation of alicyclic secondary carbon,0.82
Glimepiride,CCC1=C(C)CN(C(O)=NCCC2=CC=C(S(=O)(=O)NC(O)=NC3CCC(C)CC3)C=C2)C1=O,Cyclohexylhydroymethylglimepiride,CCC1=C(C)CN(C(O)=NCCC2=CC=C(S(=O)(=O)NC(O)=NC3CCC(CO)CC3)C=C2)C1=O,CYP2C9,Hydroxylation of terminal methyl,0.98
Glipizide,CC1=CN=C(C(O)=NCCC2=CC=C(S(=O)(=O)NC(O)=NC3CCCCC3)C=C2)C=N1,4-trans-OH-glipizide,CC1=CN=C(C(O)=NCCC2=CC=C(S(=O)(=O)NC(O)=NC3CCC(O)CC3)C=C2)C=N1,CYP2C9,Hydroxylation of alicyclic secondary carbon,0.96
Hydromorphone,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3C1C5,Norhydromorphone,O=C1CCC2C3CC4=CC=C(O)C5=C4C2(CCN3)C1O5,CYP3A4; CYP2C9; CYP2D6,N-dealkylation of mixed tertiary amine,0.98
R-Ibuprofen,CC(C)CC1=CC=C(C(C)C(=O)O)C=C1,"R,S-3-Hydroxyibuprofen",CC(CO)CC1=CC=C(C(C)C(=O)O)C=C1,CYP2C8; CYP2C9,Hydroxylation of terminal methyl,0.92
R-Ibuprofen,CC(C)CC1=CC=C(C(C)C(=O)O)C=C1,R-2-Hydroxyibuprofen,CC(C(=O)O)C1=CC=C(CC(C)(C)O)C=C1,CYP2C8; CYP2C9,Hydroxylation of alkyl methine,0.91
Lansoprazole,CC1=CC(OCC(F)(F)F)=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=N1,Hydroxylansoprazole,CC1=CC(OCC(F)(F)F)=C(C)C(CS(=O)C2=NC3=CC=CC(O)=C3N2)=N1,CYP2C19; CYP2C9; CYP3A4,Aromatic hydroxylation of fused benzene ring,0.89
Lansoprazole,CC1=CC(OCC(F)(F)F)=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=N1,Lansoprazole sulfone,CC1=CC(OCC(F)(F)F)=C(C)C(CS(=O)(=O)C2=NC3=CC=CC=C3N2)=N1,CYP3A4,S-oxidation of sulfoxide to sulfone,0.94
Imidacloprid,O=[N+]([O-])NC1=NCCN1CC1=CC=C(Cl)N=C1,,ON=NC1=NCCN1CC1=CC=C(Cl)N=C1,CYP2B6; CYP2D6; CYP2E1; CYP3A4,Reduction of nitroimine,0.65
Linoleic acid,CCCCCC=CCC=CCCCCCCCC(=O)O,Leukotoxin,CCCCCC=CCC1OC1CCCCCCCC(=O)O,CYP2C9; CYP2C19,EPOXIDATION_OF_12_DISUBSTITUTED_ALKLENE,0.44
Linoleic acid,CCCCCC=CCC=CCCCCCCCC(=O)O,Isoleukotoxin,CCCCCC1OC1CC=CCCCCCCCC(=O)O,CYP2C9; CYP2C19,EPOXIDATION_OF_12_DISUBSTITUTED_ALKLENE,0.44
Lithocholic Acid,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,6ÃŽÂ±-Hydroxylithocholic acid,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,CYP3A4,Hydroxylation of alicyclic secondary carbon,0.79
Lumiracoxib,CC1=CC=C(NC2=C(F)C=CC=C2Cl)C(CC(=O)O)=C1,Lumiracoxib metabolite 1,O=C(O)CC1=CC(CO)=CC=C1NC1=C(F)C=CC=C1Cl,CYP2C9; CYP2C19,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring,0.94
Lumiracoxib,CC1=CC=C(NC2=C(F)C=CC=C2Cl)C(CC(=O)O)=C1,Lumiracoxib metabolite 2,CC1=CC=C(NC2=C(F)C=C(O)C=C2Cl)C(CC(=O)O)=C1,CYP2C9; CYP2C19,Hydroxylation of aromatic carbon meta to halide group,0.87
M7,CCCCC1=NC2(CCC(O)C2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,M1,CC(O)CCC1=NC2(CCC(O)C2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,CYP2C9,Hydroxylation of alicyclic secondary carbon,0.99
Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,Maloxon,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,CYP1A2; CYP2B6; CYP2C19; CYP3A4,Desulfuration of organophosphorodithioate,0.65
Mianserine,CN1CCN2C3=CC=CC=C3CC3=CC=CC=C3C2C1,8-Hydroxymianserin,CN1CCN2C3=CC=C(O)C=C3CC3=CC=CC=C3C2C1,"CYP2D6 (major; (major, RÃ¢â€°Ë†S)); CYP2B6 (R>S); CYP3A4  (S>R) ",Aromatic hydroxylation of fused benzene ring,0.93
Mianserine,CN1CCN2C3=CC=CC=C3CC3=CC=CC=C3C2C1,Desmethylmianserin,C1=CC=C2C(=C1)CC1=CC=CC=C1N1CCNCC21,CYP2B6 (R>S); CYP3A4 (R>S); CYP2C19 (R>S); CYP1A2 (RÃ¢â€°Ë†S),N-dealkylation of alicyclic tertiary amine,0.96
Mianserine,CN1CCN2C3=CC=CC=C3CC3=CC=CC=C3C2C1,Mianserin N-oxide,C[N+]1([O-])CCN2C3=CC=CC=C3CC3=CC=CC=C3C2C1,CYP3A4 (RÃ¢â€°Ë†S); CYP1A2 (S>R),N-oxidation of alicyclic tertiary amine,0.91
Mirtazapine,CN1CCN2C3=NC=CC=C3CC3=CC=CC=C3C2C1,Mirtazapine N-oxide,C[N+]1([O-])CCN2C3=NC=CC=C3CC3=CC=CC=C3C2C1,CYP1A2; CYP2D6; CYP3A4,N-oxidation of alicyclic tertiary amine,0.93
Mirtazapine,CN1CCN2C3=NC=CC=C3CC3=CC=CC=C3C2C1,N-Desmethylmirtazapine,C1=CC=C2C(=C1)CC1=CC=CN=C1N1CCNCC21,CYP1A2; CYP2D6; CYP3A4,N-dealkylation of mixed tertiary amine,0.97
Mirtazapine,CN1CCN2C3=NC=CC=C3CC3=CC=CC=C3C2C1,8-OH-mirtazapine,CN1CCN2C3=NC(O)=CC=C3CC3=CC=CC=C3C2C1,CYP1A2; CYP2D6; CYP3A4,HYDROXYLATION_OF_HETEROAROMATIC_CARBON,0.94
(-)-Menthol,CC1CCC(C(C)C)C(O)C1,"p-Menthane-3,-8-diol",CC1CCC(C(C)(C)O)C(O)C1,CYP2A6,Hydroxylation of alkyl methine,0.73
Mestranol,C#CC1(O)CCC2C3CCC4=CC(OC)=CC=C4C3CCC21C,Ethinylestradiol,C#CC1(O)CCC2C3CCC4=CC(O)=CC=C4C3CCC21C,CYP2C9,O-aryl dealkylation not adjacent to substituted carbon,0.94
Mono-OH-methoxychlor,COC1=CC=C(C(C2=CC=C(O)C=C2)C(Cl)(Cl)Cl)C=C1,Catechol-methoxychlor,COC1=CC=C(C(C2=CC=C(O)C(O)=C2)C(Cl)(Cl)Cl)C=C1,CYP2B6; CYP3A4; CYP3A5,o-Hydroxylation of phenol,0.78
Mono-OH-methoxychlor,COC1=CC=C(C(C2=CC=C(O)C=C2)C(Cl)(Cl)Cl)C=C1,Bis-OH-methoxychlor,OC1=CC=C(C(C2=CC=C(O)C=C2)C(Cl)(Cl)Cl)C=C1,CYP1A2; CYP2C8; CYP2C19; CYP2D6,O-aryl dealkylation not adjacent to substituted carbon,0.89
Monodemethylated mifepristone,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(C3=CC=C(NC)C=C3)CC21C,Didemethylated mifepristone,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(C3=CC=C(N)C=C3)CC21C,CYP3A4,N-dealkylation of secondary arylalkylamine,0.99
Bis-OH-methoxychlor,OC1=CC=C(C(C2=CC=C(O)C=C2)C(Cl)(Cl)Cl)C=C1,Tris-OH-methoxychlor,OC1=CC=C(C(C2=CC=C(O)C(O)=C2)C(Cl)(Cl)Cl)C=C1,CYP3A4,o-Hydroxylation of phenol,0.76
methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,"2ethylidene-1,5-dimethyl-3,3-diphenylpyrolidine",CCC1C(C)N(C)CC1(C1=CC=CC=C1)C1=CC=CC=C1,CYP2D6; CYP3A4 (major); CYP2B6; CYP2C8; CYP2C19,N-dealkylation of acyclic tertiary amine,0.49
Monoethylglycinexylidide,CCNCC(O)=NC1=C(C)C=CC=C1C,3-Hydroxymonoethyl glycinexylidide,CCNCC(O)=NC1=C(C)C=CC(O)=C1C,CYP1A2; CYP2D6; CYP3A4,HYDROXYLATION_OF_AROMATIC_CARBON,0.71
Monoethylglycinexylidide,CCNCC(O)=NC1=C(C)C=CC=C1C,Glycinexylidide,CC1=CC=CC(C)=C1N=C(O)CN,CYP1A2; CYP3A4,N-dealkylation of acyclic secondary amine,0.9
N-Desmethyldiphenhydramine,CNCCOC(C1=CC=CC=C1)C1=CC=CC=C1,"N,N-Didesmethyldiphenhydramine",NCCOC(C1=CC=CC=C1)C1=CC=CC=C1,CYP2D6; CYP1A2; CYP2C9; CYP2C19,N-dealkylation of acyclic secondary amine,0.94
N-Desmethylmianserin,C1=CC=C2C(=C1)CC1=CC=CC=C1N1CCNCC21,"(R)-mianserin, 8-OH-N-desmethyl",OC1=CC=C2CC3=CC=CC=C3C3CNCCN3C2=C1,CYP2D6; CYP1A2; CYP3A4,Aromatic hydroxylation of fused benzene ring,0.92
N-Desmethyltamoxifen,CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1,N-Desdimethyltamoxifen,CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN)C=C1)C1=CC=CC=C1,CYP3A4; CYP3A5,N-dealkylation of acyclic secondary amine,0.98
N-Desmethyltamoxifen,CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1,alpha-OH-N-desmethyltamoxifen,CNCCOC1=CC=C(C(=C(C2=CC=CC=C2)C(C)O)C2=CC=CC=C2)C=C1,CYP3A4; CYP3A5,Hydroxylation of penultimate aliphatic secondary carbon,0.85
"N-methyl-3,4methylenedioxyamphetamine ",CNC(C)CC1=CC=C2OCOC2=C1,"N-Methyl-3,4dihydroxyamphetamine ",CNC(C)CC1=CC=C(O)C(O)=C1,CYP2D6; CYP1A2 ,Methylenedioxy ring opening,0.69
